Date,Calls,Query,Bookings Margin,Bookings Count,Issued Margin,Issued Count,Pending Margin,Pending Count,Same Month Margin,Same Month Count
4/4/2014,79,0,2055.23,21,582.89,11,N/A,0,156.68,6
4/3/2014,60,0,1259.11,17,1454.91,17,0,1,632.81,9
4/2/2014,81,0,2451.98,17,2588.03,16,N/A,0,1624.2,11
4/1/2014,95,0,1930.34,22,1880,17,N/A,0,473.55,5
3/31/2014,77,0,1969.54,27,10026.17,47,N/A,0,8494.72,39
3/30/2014,0,0,160.61,1,0,0,N/A,0,0,0
3/29/2014,76,0,636.59,11,2712.2,35,N/A,0,1177.5,17
3/28/2014,86,0,2410.7,24,2182.85,22,N/A,0,1169.08,16
3/27/2014,82,0,1474.95,17,2278.79,13,N/A,0,1712.39,10
3/26/2014,71,0,2882.52,18,969.77,17,N/A,0,997.67,14
3/25/2014,93,0,4964.75,16,472.96,9,N/A,0,227,6
3/24/2014,85,0,887.14,12,2822.46,29,N/A,0,928.84,10
3/23/2014,0,0,346,3,0,0,N/A,0,0,0
3/22/2014,72,0,378.71,6,320.15,4,0,1,320.15,4
3/21/2014,100,0,1613.73,12,2562.54,14,N/A,0,1716.74,12
3/20/2014,52,0,1031.25,19,1833.79,17,5,1,1728.44,16
3/19/2014,71,0,1285.31,15,1961.3,12,N/A,0,647.99,7
3/18/2014,62,0,2086.48,13,2534.96,18,N/A,0,1909.28,15
3/17/2014,50,0,1699.26,18,2421.38,13,N/A,0,1038.84,8
3/16/2014,0,0,0,1,0,0,0,1,0,0
3/15/2014,59,0,746.63,9,2788.02,20,N/A,0,1807.72,15
3/14/2014,73,0,3094.72,21,1859.77,28,0,1,1147.46,22
3/13/2014,72,0,769.99,18,261.61,9,N/A,0,261.61,9
3/12/2014,88,0,1319.09,12,545.26,9,N/A,0,473.11,8
3/11/2014,88,0,2246.42,22,1501.11,15,N/A,0,910.79,12
3/10/2014,92,0,578.69,14,817.89,10,N/A,0,263.61,9
3/8/2014,78,0,1257.45,13,645.44,9,N/A,0,549.44,8
3/7/2014,56,0,2325.45,14,2786.73,13,N/A,0,2530.83,10
3/6/2014,83,0,1795.02,18,1120.34,10,N/A,0,786.31,6
3/5/2014,96,0,2413.95,16,881.8,8,N/A,0,1021.95,6
3/4/2014,120,0,2010.11,13,788.03,11,N/A,0,172.39,5
3/3/2014,76,0,1194.1,20,1344.55,13,N/A,0,244.43,5
3/2/2014,0,0,222.97,2,0,0,N/A,0,0,0
3/1/2014,84,0,1501.21,15,929.8,11,N/A,0,401.48,4
2/28/2014,106,0,3674.99,25,9579.3,67,N/A,0,2855.4,43
2/27/2014,92,0,1451.59,13,3219.39,22,N/A,0,2940.49,19
2/26/2014,99,0,1468.15,21,706.23,10,N/A,0,551.47,9
2/25/2014,76,0,1819.2,17,2465.57,24,N/A,0,718.42,13
2/24/2014,79,0,552.18,14,1091.24,21,N/A,0,757.81,14
2/23/2014,0,0,58.57,3,0,0,N/A,0,0,0
2/22/2014,68,0,872.23,15,636.01,9,0,1,606.72,8
2/21/2014,64,0,530.75,7,2537.44,21,N/A,0,2213.5,18
2/20/2014,62,0,1895.89,19,720.82,9,N/A,0,720.82,9
2/19/2014,83,0,1556.42,15,312.71,8,N/A,0,171.49,6
2/18/2014,72,0,1306.27,11,796.82,8,0,1,566.5,6
2/17/2014,56,0,619.87,9,855.03,12,N/A,0,817.96,10
2/16/2014,0,0,101.55,1,0,0,N/A,0,0,0
2/15/2014,51,0,1905.26,13,881.25,11,N/A,0,548.66,8
2/14/2014,65,0,1252.82,17,1697.18,20,0,1,1381.61,18
2/13/2014,69,0,1384.12,22,598.08,13,N/A,0,598.08,13
2/12/2014,67,0,3202.07,22,1038.82,13,0,1,632.43,9
2/11/2014,74,0,1426.3,22,440.13,8,N/A,0,334.63,6
2/10/2014,69,0,1115.43,17,1313.52,20,N/A,0,823.38,16
2/9/2014,0,0,135.06,4,0,0,N/A,0,0,0
2/8/2014,68,0,724.02,9,798.56,8,0,1,581.01,7
2/7/2014,61,0,2153.82,16,3834.68,11,N/A,0,2644.42,8
2/6/2014,71,0,3670.65,15,496.58,7,N/A,0,266.56,3
2/5/2014,74,0,1529.38,17,808.26,16,0,1,641.82,13
2/4/2014,58,0,2221.91,19,1230.54,21,N/A,0,762.22,13
2/3/2014,74,0,1917.74,19,313.91,10,N/A,0,175.76,5
2/2/2014,0,0,320.89,4,0,0,0,1,0,0
2/1/2014,76,0,2104.13,17,470.16,14,N/A,0,42.81,2
1/31/2014,81,0,1810.13,17,8418.87,39,N/A,0,5632.15,36
1/30/2014,96,0,903.7,15,2384.11,16,N/A,0,2038.92,13
1/29/2014,87,0,2848.68,21,633.31,8,N/A,0,633.31,8
1/28/2014,74,0,588.33,13,2916.25,27,N/A,0,2474.71,22
1/27/2014,101,0,3714.86,22,1658.89,22,N/A,0,1008.24,19
1/26/2014,0,0,28.26,1,0,0,N/A,0,0,0
1/25/2014,68,0,624.87,9,1047.15,13,N/A,0,910.16,10
1/24/2014,71,0,1887.78,22,2491.72,25,N/A,0,1492.25,15
1/23/2014,48,0,3042.65,19,1940.01,12,N/A,0,1940.01,12
1/22/2014,64,0,3653.72,20,2386.02,12,N/A,0,2098.77,11
1/21/2014,76,0,1853.84,17,1093.1,12,N/A,0,943.1,11
1/20/2014,90,0,1763.72,21,1286.57,18,N/A,0,995.34,16
1/19/2014,0,0,825.47,6,0,0,N/A,0,0,0
1/18/2014,52,0,1793.02,21,1041.1,11,N/A,0,627.45,9
1/17/2014,59,0,3042.52,29,1302.97,16,115.7,1,1079.85,15
1/16/2014,62,0,689.56,11,738.52,8,N/A,0,738.52,8
1/15/2014,85,0,3394.47,16,326.66,4,N/A,0,326.66,4
1/14/2014,61,0,2200.88,20,780.45,13,N/A,0,695.65,11
1/13/2014,77,0,1112.66,9,689.85,9,N/A,0,559.84,7
1/11/2014,98,0,1082.32,12,1147.54,12,N/A,0,1147.54,12
1/10/2014,81,0,2522.21,20,521.59,12,N/A,0,290.54,9
1/9/2014,64,0,2964.87,23,1946.82,12,0,2,1946.82,12
1/8/2014,62,0,1647.45,25,1363.8,13,N/A,0,1228.66,11
1/7/2014,66,0,2169.7,19,1373.39,11,N/A,0,853.56,6
1/6/2014,82,0,1177.87,12,1087.5,13,N/A,0,849.43,9
1/5/2014,0,0,419,2,0,0,N/A,0,0,0
1/4/2014,58,0,552.9,6,472.2,7,N/A,0,311.97,4
1/3/2014,68,0,4656.71,33,1266.06,18,N/A,0,1157.02,15
1/2/2014,76,0,3174.27,37,1253.46,17,6.99,1,827.96,13
1/1/2014,0,0,1181.34,17,146.86,4,N/A,0,83.1,3
12/31/2013,44,0,683.09,12,2376.51,15,N/A,0,361.51,8
12/30/2013,52,0,625.96,9,2126.36,9,N/A,0,1212.98,6
12/29/2013,0,0,157.7,1,0,0,N/A,0,0,0
12/28/2013,49,0,113.7,1,133.19,2,N/A,0,27.89,1
12/27/2013,34,0,601.63,4,567.46,5,N/A,0,410.81,4
12/26/2013,45,0,38.35,1,0,0,N/A,0,0,0
12/25/2013,0,0,173.3,1,448.4,5,N/A,0,N/A,0
12/24/2013,42,0,626.42,8,955.68,9,N/A,0,859.14,7
12/23/2013,54,0,650.85,5,1581.51,5,N/A,0,1581.51,5
12/20/2013,57,0,1641.42,9,1094.29,8,0,1,1094.29,8
12/19/2013,137,0,2008.44,8,0,0,N/A,0,0,0
12/18/2013,0,0,673.2,3,166.16,3,N/A,0,166.16,3
12/17/2013,77,0,336.8,3,401.51,4,N/A,0,279.76,3
12/16/2013,46,0,1192.72,4,227.4,3,N/A,0,168.95,2
12/14/2013,51,0,446.85,4,1343.98,2,N/A,0,1329.53,1
12/13/2013,73,0,1508.28,6,662.69,7,N/A,0,402.64,5
12/12/2013,135,0,348.18,4,373.57,5,N/A,0,198.89,3
12/11/2013,0,0,1049.06,4,548.44,4,N/A,0,347.75,2
12/10/2013,116,0,625.94,6,457.13,5,N/A,0,254.84,3
12/9/2013,51,0,964.54,8,945.33,8,N/A,0,888.58,7
12/7/2013,98,0,546.83,3,907,5,N/A,0,907,5
12/6/2013,59,0,1943.95,12,463.37,7,N/A,0,255.92,4
12/5/2013,86,0,712.32,6,1139.44,8,N/A,0,1139.44,8
12/4/2013,178,0,1466.39,11,481.18,10,N/A,0,151.91,5
12/3/2013,0,0,355.17,8,937.18,4,N/A,0,N/A,0
12/2/2013,69,0,339.96,2,568.48,9,N/A,0,131.01,2
12/1/2013,0,0,100.96,1,0,0,N/A,0,0,0
,63,N/A,N/A,N/A,603.3,2,N/A,N/A,N/A,0
11/30/2013,67,0,277.88,7,1859.87,17,N/A,0,697.92,10
11/29/2013,68,0,1010.39,16,3412.87,28,N/A,0,2005.21,18
11/28/2013,77,0,1114.47,11,756.98,9,N/A,0,756.98,9
11/27/2013,57,0,371.88,5,955.03,8,N/A,0,555.33,7
11/26/2013,61,0,781.76,9,1789.55,6,N/A,0,1526.29,3
11/25/2013,77,0,404.1,2,376.81,7,N/A,0,148.81,6
11/23/2013,58,0,59.7,3,675.78,10,N/A,0,647.13,9
11/22/2013,72,0,269.98,4,631.05,9,N/A,0,631.05,9
11/21/2013,61,0,2527.88,10,436.76,5,N/A,0,398.37,4
11/20/2013,93,0,183.39,4,288.92,3,N/A,0,288.92,3
11/19/2013,70,0,141.07,4,501.25,6,N/A,0,501.25,6
11/18/2013,96,0,303.98,7,1401.71,14,N/A,0,1401.71,14
11/17/2013,0,0,216.74,3,0,0,0,1,0,0
11/16/2013,93,0,1344.34,5,995.66,6,N/A,0,995.66,6
11/15/2013,93,0,1093.91,15,1374.78,15,16,1,1177.54,14
11/14/2013,79,0,2755.92,27,2431.81,26,N/A,0,2404.69,25
11/13/2013,72,0,2713.97,30,919.28,19,N/A,0,919.28,19
11/12/2013,76,0,1481.07,17,1621.39,15,N/A,0,1471.09,13
11/11/2013,83,0,-3137.24,23,-3298.3,19,N/A,0,-3410.15,18
11/10/2013,0,0,141.16,1,0,0,N/A,0,0,0
11/9/2013,85,0,1475.13,18,807.02,12,N/A,0,697.03,11
11/8/2013,92,0,1417.63,22,214.48,9,0,1,214.48,9
11/7/2013,67,0,1399.03,18,116.25,4,N/A,0,77.31,3
11/6/2013,75,0,587.69,12,443.72,9,N/A,0,148.06,5
11/5/2013,91,0,298.03,7,437.83,8,N/A,0,150.34,5
11/4/2013,194,0,690.82,11,1261.78,9,59.78,1,540.27,4
11/3/2013,0,0,51.06,2,0,0,N/A,0,0,0
11/2/2013,0,0,349.73,6,220.35,5,N/A,0,102.35,2
11/1/2013,0,0,1185.72,8,114.35,3,N/A,0,N/A,0
10/31/2013,87,0,510.49,6,990.47,12,43.5,1,787.36,8
10/30/2013,187,0,300.12,6,2129.24,20,N/A,0,1490.69,14
10/29/2013,0,0,874.08,9,730.66,7,N/A,0,554.38,5
10/28/2013,133,0,607.29,8,469.84,6,N/A,0,469.84,6
10/27/2013,0,0,171.54,3,0,0,N/A,0,0,0
10/26/2013,107,0,324.27,4,287.56,6,N/A,0,74.8,5
10/25/2013,97,0,1352.31,9,1772.84,7,N/A,0,224.84,6
10/24/2013,89,0,795.97,11,723.34,10,N/A,0,608.24,7
10/23/2013,123,0,505.67,5,191.82,4,N/A,0,74.01,3
10/22/2013,117,0,378.53,8,704.34,5,N/A,0,369.11,3
10/21/2013,123,0,556.64,6,1961.34,10,16.15,1,1961.34,10
10/19/2013,79,0,315.87,3,157.45,1,N/A,0,N/A,0
10/18/2013,81,0,413.76,5,205.53,4,N/A,0,205.53,4
10/17/2013,186,0,513.91,5,939.51,5,23.8,1,939.51,5
10/16/2013,0,0,331.55,6,176.84,5,N/A,0,55.7,4
10/15/2013,94,0,1675.88,13,515.46,7,64,1,447.16,6
10/14/2013,82,0,236.57,3,187.31,2,N/A,0,187.31,2
10/13/2013,0,0,95.05,2,0,0,N/A,0,0,0
10/12/2013,64,0,46.85,2,0.1,1,N/A,0,0.1,1
10/11/2013,64,0,732.02,13,730.66,7,N/A,0,689.56,6
10/10/2013,86,0,849.53,9,215.56,3,N/A,0,39.95,1
10/9/2013,104,0,751.94,8,146.25,2,N/A,0,146.25,2
10/8/2013,112,0,638.29,5,781.09,10,0,1,593.57,8
10/7/2013,235,0,2034.29,12,482.04,8,N/A,0,453.79,7
10/6/2013,0,0,107.24,2,0,0,N/A,0,0,0
10/5/2013,0,0,600.35,5,257.65,3,N/A,0,122.81,2
10/4/2013,80,0,1053.78,9,635.33,7,22,1,502.29,5
10/3/2013,96,0,1241.65,16,444.49,7,N/A,0,259.86,4
10/2/2013,202,0,933.04,7,536.85,4,N/A,0,178.05,2
10/1/2013,0,0,419.38,5,502.18,6,N/A,0,N/A,0
9/30/2013,113,0,387.72,9,2438.49,24,N/A,0,1227.28,17
9/29/2013,0,0,247.82,1,0,0,N/A,0,0,0
9/28/2013,65,0,402.5,6,1291.01,12,N/A,0,1032.11,9
9/27/2013,91,0,479.48,8,1230.31,14,N/A,0,554.73,11
9/26/2013,164,0,484.22,7,184.14,3,N/A,0,159.34,2
9/25/2013,0,0,659.98,7,2084.67,9,8,1,455.17,6
9/24/2013,99,0,1160.26,9,956.69,12,N/A,0,651.28,9
9/23/2013,686,0,233.52,8,441.96,5,13.45,2,441.96,5
9/21/2013,0,0,222.92,8,257.98,5,0,1,257.98,5
9/20/2013,54,0,987.45,13,711.9,9,N/A,0,661.64,8
9/19/2013,0,0,1125.61,10,468.4,5,N/A,0,468.4,5
9/18/2013,0,0,691.51,9,409.06,6,N/A,0,409.06,6
9/17/2013,0,0,608.24,6,118.34,2,N/A,0,118.34,2
9/16/2013,0,0,640.16,9,441.55,7,N/A,0,316.49,4
9/15/2013,0,0,96.06,1,0,0,N/A,0,0,0
9/14/2013,70,0,1684.8,3,229.82,4,N/A,0,229.82,4
9/13/2013,110,0,289.75,3,971.17,12,N/A,0,891.31,11
9/12/2013,205,0,589.63,9,242.9,3,0,1,242.9,3
9/11/2013,0,0,515.29,5,177.67,2,N/A,0,177.67,2
9/10/2013,95,0,909.58,13,303.77,5,N/A,0,303.77,5
9/9/2013,230,0,277.52,7,135.28,5,N/A,0,135.28,5
9/7/2013,0,0,337.07,4,276.48,2,N/A,0,59.78,1
9/6/2013,92,0,803.78,12,457.82,4,N/A,0,102.16,3
9/5/2013,85,0,368.99,7,220.69,4,N/A,0,177.64,3
9/4/2013,112,0,326.79,6,-1768.95,3,N/A,0,73.75,2
9/3/2013,98,0,310.8,3,113.5,2,N/A,0,13.4,1
9/2/2013,120,0,388.27,5,432.8,4,N/A,0,178.89,2
9/1/2013,0,0,47.85,1,0,0,47.85,1,0,0
8/31/2013,81,0,109.03,4,3167.47,15,N/A,0,1661.63,10
8/30/2013,56,0,358.15,6,466.82,8,N/A,0,267.02,7
8/29/2013,87,0,814.67,7,577.3,6,N/A,0,146.21,4
8/28/2013,93,0,-296.68,9,486.89,11,-567.12,2,437.09,10
8/27/2013,62,0,121.89,5,265.08,5,N/A,0,265.08,5
8/26/2013,107,0,565.87,6,1021.58,4,18.2,1,923.06,3
8/24/2013,97,0,534.94,5,542.44,5,N/A,0,267.43,2
8/23/2013,107,0,637.22,6,488.75,5,0,1,467.49,4
8/22/2013,115,0,49.69,2,285.92,3,N/A,0,285.92,3
8/21/2013,111,0,376.39,5,687.7,7,N/A,0,193.07,5
8/20/2013,112,0,1028.49,8,34.65,1,N/A,0,34.65,1
8/19/2013,144,0,926.77,5,722.46,5,152,1,722.46,5
8/18/2013,0,0,28.11,1,0,0,N/A,0,0,0
8/17/2013,80,0,478.94,1,125.13,4,N/A,0,95.1,3
8/16/2013,93,0,208.95,3,444.29,4,N/A,0,264.49,3
8/15/2013,113,0,364.68,5,914.52,4,0,1,862.51,3
8/14/2013,128,0,1430.11,6,715.37,3,N/A,0,715.37,3
8/13/2013,159,0,878.97,5,534.76,4,0,1,534.76,4
8/12/2013,197,0,1458.28,8,483.47,8,N/A,0,318.89,7
8/11/2013,0,0,191.35,2,0,0,N/A,0,0,0
8/10/2013,270,0,178.6,3,313.91,5,N/A,0,287.57,4
8/9/2013,0,0,22.91,1,70.19,2,N/A,0,29.94,1
8/8/2013,147,0,522.65,6,273.08,5,N/A,0,177.63,4
8/7/2013,95,0,387.54,6,231.51,3,42.59,1,231.51,3
8/6/2013,128,0,379.2,7,262.58,2,N/A,0,262.58,2
8/5/2013,186,0,884.52,7,247.74,5,N/A,0,194.59,4
8/4/2013,0,0,15.51,1,0,0,N/A,0,0,0
8/3/2013,127,0,709.62,5,105.39,1,N/A,0,105.39,1
8/2/2013,112,0,845.42,5,221.78,4,N/A,0,127.73,2
8/1/2013,175,0,1177.36,8,730.83,4,86.55,1,N/A,0
7/31/2013,182,0,293.12,4,1316.7,13,N/A,0,856.9,7
7/30/2013,168,0,788.08,7,1025.38,5,N/A,0,769.43,3
7/29/2013,149,0,129.85,3,1682.65,6,N/A,0,253.19,3
7/27/2013,124,0,124.7,1,123.47,2,N/A,0,123.47,2
7/26/2013,161,0,1078.26,5,1269.54,12,N/A,0,1090.73,11
7/25/2013,125,0,1633.33,11,845.03,3,N/A,0,845.03,3
7/24/2013,140,0,591.8,5,345.19,5,N/A,0,345.19,5
7/23/2013,155,0,481.06,5,214.88,3,N/A,0,214.88,3
7/22/2013,156,0,851.34,6,512.2,3,N/A,0,512.2,3
7/20/2013,122,0,84.54,4,0,0,0,1,0,0
7/19/2013,128,0,195.13,3,772.16,7,0,1,413.65,4
7/18/2013,107,0,231.81,3,1142.88,5,N/A,0,1142.88,5
7/17/2013,107,0,351,5,1435.96,3,N/A,0,1435.96,3
7/16/2013,162,0,1088.07,5,724.81,4,N/A,0,230.93,3
7/15/2013,144,0,840.33,8,135.32,2,N/A,0,135.32,2
7/13/2013,109,0,336.62,5,336.42,4,N/A,0,336.42,4
7/12/2013,116,0,970.25,7,760.45,7,N/A,0,760.45,7
7/11/2013,109,0,713.26,6,117.49,3,N/A,0,64.29,2
7/10/2013,113,0,389.44,4,298.65,2,N/A,0,298.65,2
7/9/2013,172,0,403.45,4,495.99,4,N/A,0,289.14,3
7/8/2013,180,0,-1451.04,8,206.85,4,N/A,0,206.85,4
7/6/2013,182,0,852.04,3,41.45,1,N/A,0,41.45,1
7/5/2013,144,0,626.71,5,978.79,6,N/A,0,884.11,4
7/4/2013,154,0,411.89,4,782.31,7,0,1,782.31,7
7/3/2013,200,0,2647.64,9,336.12,3,0,1,54.78,1
7/2/2013,232,0,1568.69,10,988.69,8,N/A,0,860.74,6
7/1/2013,182,0,1173.91,11,56.51,1,N/A,0,N/A,0
6/29/2013,136,0,1030.12,4,2739.99,9,N/A,0,1810.37,7
6/28/2013,141,0,325.6,3,2561.27,11,N/A,0,1387.57,8
6/27/2013,174,0,317.95,4,612.32,4,25,1,172.79,2
6/26/2013,136,0,1009.31,4,148.6,4,N/A,0,123.8,3
6/25/2013,176,0,308.09,5,1220.91,7,0,1,290.71,4
6/24/2013,162,0,165.31,2,442.97,3,N/A,0,442.97,3
6/22/2013,120,0,76.31,1,546.31,2,N/A,0,546.31,2
6/21/2013,109,0,346.56,2,476.74,6,N/A,0,476.74,6
6/20/2013,149,0,739.39,4,613.23,4,N/A,0,613.23,4
6/19/2013,130,0,631.71,7,374.72,4,N/A,0,374.72,4
6/18/2013,163,0,562.77,6,235.25,2,N/A,0,235.25,2
6/17/2013,138,0,439.68,8,631.44,5,N/A,0,631.44,5
6/15/2013,73,0,951.06,4,273.49,3,N/A,0,187.76,2
6/14/2013,63,0,275.56,5,991.65,6,N/A,0,508.25,5
6/13/2013,83,0,785.34,4,119.19,2,N/A,0,119.19,2
6/12/2013,66,0,1142.05,7,1509.82,8,N/A,0,688.02,4
6/11/2013,86,0,203.04,7,1062.07,7,N/A,0,282.91,5
6/10/2013,94,0,478.68,6,1108.47,5,N/A,0,809.79,3
6/8/2013,79,0,180.73,4,844.54,9,N/A,0,312.11,5
6/7/2013,71,0,609.95,8,454.47,6,N/A,0,254.97,3
6/6/2013,73,0,101.09,3,229.01,2,N/A,0,28.79,1
6/5/2013,105,0,255.61,1,88.81,1,N/A,0,88.81,1
6/4/2013,92,0,734.07,8,715.33,7,N/A,0,314.98,4
6/3/2013,89,0,1146.02,6,38.1,2,N/A,0,45.25,1
6/1/2013,101,0,948.83,5,92.22,3,N/A,0,33.96,1
,N/A,N/A,N/A,N/A,1193.77,6,N/A,N/A,136,1
5/31/2013,108,0,219.13,4,3692.38,17,N/A,0,1801.06,8
5/30/2013,80,0,1221.22,6,1760.39,7,0,1,1137.59,6
5/29/2013,104,0,675.95,6,1440.93,6,N/A,0,640.49,4
5/28/2013,59,0,223.25,5,1111.24,12,N/A,0,200.37,5
5/27/2013,97,0,10.46,1,121.06,2,N/A,0,121.06,2
5/25/2013,91,0,318.82,4,45.4,1,0,1,45.4,1
5/24/2013,95,0,366.92,7,637.75,6,N/A,0,637.75,6
5/23/2013,100,0,264.88,2,442.17,5,N/A,0,442.17,5
5/22/2013,89,0,2165.17,10,373.02,3,N/A,0,240.91,2
5/21/2013,137,0,118.56,2,144.91,3,N/A,0,144.91,3
5/20/2013,171,0,192.31,3,113.39,4,N/A,0,54.89,3
5/19/2013,0,0,392.33,1,0,0,N/A,0,0,0
5/18/2013,92,0,18.69,1,127.64,3,N/A,0,127.64,3
5/17/2013,120,0,353.93,5,876.27,4,N/A,0,356.07,3
5/16/2013,100,0,834.84,7,1086.11,10,N/A,0,1012.41,9
5/15/2013,95,0,618.39,9,232.15,4,44,1,199.7,3
5/14/2013,114,0,360.75,3,630.7,4,N/A,0,630.7,4
5/13/2013,142,0,452.13,5,362.03,7,N/A,0,159.22,5
5/11/2013,123,0,541.6,4,181.66,1,N/A,0,181.66,1
5/10/2013,81,0,395.9,4,1005.32,3,N/A,0,1005.32,3
5/9/2013,91,0,745.55,8,613.38,9,0,1,350.5,7
5/8/2013,99,0,1142.99,10,452.63,3,N/A,0,452.63,3
5/7/2013,77,0,764.7,5,365.65,3,0,1,340.3,2
5/6/2013,109,0,179.5,1,127.76,1,N/A,0,127.76,1
5/4/2013,123,0,968.5,5,706.66,3,N/A,0,47.44,1
5/3/2013,102,0,1486.63,5,783.08,3,N/A,0,584.12,2
5/2/2013,78,0,671.68,7,124.26,2,N/A,0,124.26,2
5/1/2013,95,0,412.74,2,171,2,N/A,0,214.9,1
4/30/2013,120,0,108.16,3,2705.55,22,N/A,0,1366.07,14
4/29/2013,167,0,558.25,4,2523.87,10,N/A,0,2373.57,8
4/27/2013,115,0,181.82,4,2874.22,7,N/A,0,1675.94,5
4/26/2013,108,0,1975.23,8,671.14,8,N/A,0,671.14,8
4/25/2013,117,0,115.99,3,773.33,4,N/A,0,773.33,4
4/24/2013,115,0,1762.94,8,122.57,3,N/A,0,122.57,3
4/23/2013,136,0,204.76,3,333.59,4,N/A,0,333.59,4
4/22/2013,124,0,586.14,4,914.31,8,N/A,0,926.21,7
4/20/2013,104,0,1072.29,4,72.01,2,0,1,72.01,2
4/19/2013,88,0,769.74,6,679.63,9,N/A,0,679.63,9
4/18/2013,133,0,911.82,9,1152.27,9,0,1,829.03,5
4/17/2013,123,0,1268.46,9,2082.16,9,N/A,0,1421.04,7
4/16/2013,156,0,2217.21,11,1544.05,7,N/A,0,700.21,5
4/15/2013,154,0,1528,8,601.06,6,N/A,0,291.11,4
4/13/2013,101,0,519.7,3,344.6,2,N/A,0,344.6,2
4/12/2013,94,0,374.47,5,137.23,2,N/A,0,87.03,1
4/11/2013,97,0,803.98,7,177.29,3,N/A,0,177.29,3
4/10/2013,107,0,1970.32,9,1588.2,6,1037.5,2,647.55,4
4/9/2013,146,0,559.36,6,590.57,6,0,1,554.97,5
4/8/2013,165,0,945.66,9,785.18,5,N/A,0,785.18,5
4/7/2013,0,0,54.67,2,0,0,N/A,0,0,0
4/6/2013,134,0,2272.38,10,137.88,1,N/A,0,N/A,0
4/5/2013,136,0,1835.58,8,251.01,3,N/A,0,251.01,3
4/4/2013,161,0,1530.98,11,284.34,3,N/A,0,249.22,2
4/3/2013,153,0,84.92,3,342.99,5,N/A,0,68.35,2
4/2/2013,86,0,520.33,3,334.51,2,N/A,0,N/A,0
4/1/2013,185,0,596.56,4,0,0,N/A,0,0,0
3/30/2013,99,0,202.63,3,1679.68,12,N/A,0,468.93,5
3/29/2013,146,0,610.69,2,401.78,4,N/A,0,63.17,3
3/28/2013,122,0,1833.83,5,352.92,5,N/A,0,248.83,4
3/27/2013,163,0,1225,5,851.83,5,N/A,0,463.24,3
3/26/2013,153,0,-31.13,5,560.43,5,N/A,0,-152.65,3
3/25/2013,213,0,547.58,5,1155.39,13,N/A,0,1025.55,10
3/23/2013,99,0,847.58,5,49.76,1,N/A,0,49.76,1
3/22/2013,108,0,48.79,1,247.59,5,N/A,0,172.39,4
3/21/2013,150,0,674.22,6,195.8,5,N/A,0,195.8,5
3/20/2013,117,0,780.86,10,386.55,2,N/A,0,386.55,2
3/19/2013,182,0,568.16,6,132.87,4,16.9,1,132.87,4
3/18/2013,197,0,1031.68,10,231.77,4,N/A,0,181.77,3
3/16/2013,135,0,47.7,1,235.62,3,N/A,0,197,2
3/15/2013,119,0,25.01,1,418.57,4,N/A,0,168.61,2
3/14/2013,126,0,76.63,2,653.78,5,N/A,0,653.78,5
3/13/2013,157,0,535.44,7,37.91,1,N/A,0,37.91,1
3/12/2013,167,0,335.05,5,191.84,2,N/A,0,N/A,0
3/11/2013,254,0,986.25,3,343.25,5,N/A,0,343.25,5
3/9/2013,109,0,565.82,6,956.91,6,N/A,0,956.91,6
3/8/2013,154,0,565.19,5,253,5,N/A,0,205.22,4
3/7/2013,123,0,414.98,6,0,0,N/A,0,0,0
3/6/2013,119,0,254.41,3,2011.76,8,N/A,0,434.47,5
3/5/2013,173,0,868.48,6,206.75,4,N/A,0,168.79,3
3/4/2013,217,0,188.29,3,115.92,2,N/A,0,N/A,0
3/3/2013,0,0,272.97,2,0,0,N/A,0,0,0
3/2/2013,147,0,200.27,2,1910,7,N/A,0,407.67,3
3/1/2013,164,0,1296.07,10,557.56,4,-50,1,N/A,0
,N/A,N/A,N/A,N/A,630,2,N/A,N/A,181,1
2/28/2013,176,0,468.12,5,2672.31,21,N/A,0,1138.13,10
2/27/2013,133,0,397.11,6,1271.29,9,N/A,0,556.16,5
2/26/2013,116,0,447.6,4,259.34,5,N/A,0,174.95,3
2/25/2013,184,0,1145.11,5,238.15,5,N/A,0,238.15,5
2/23/2013,101,0,256.14,1,126.17,1,N/A,0,126.17,1
2/22/2013,95,0,249.56,4,296.78,3,N/A,0,296.78,3
2/21/2013,145,0,229.38,2,816.57,2,N/A,0,816.57,2
2/19/2013,154,0,186.51,4,231.89,2,N/A,0,231.89,2
2/18/2013,209,0,196.96,4,144.86,2,N/A,0,144.86,2
2/16/2013,143,0,249.02,1,152.85,2,N/A,0,N/A,0
2/15/2013,136,0,2314.55,7,293.06,3,N/A,0,54.15,1
2/14/2013,158,0,277.58,3,583.47,5,N/A,0,583.47,5
2/13/2013,168,0,710.8,3,914.84,7,N/A,0,559.11,5
2/12/2013,165,0,896.25,10,805.97,10,N/A,0,539.66,8
2/11/2013,207,0,693.54,3,696.4,6,N/A,0,536.01,5
2/10/2013,0,0,61.11,1,0,0,N/A,0,0,0
2/9/2013,181,0,609.64,6,0,0,N/A,0,0,0
2/8/2013,123,0,252.28,3,447.31,3,N/A,0,29.36,1
2/7/2013,109,0,240.14,3,436.73,6,N/A,0,82.78,2
2/6/2013,140,0,220.08,6,270.56,1,N/A,0,270.56,1
2/5/2013,146,0,745.35,6,396.88,4,N/A,0,206.88,2
2/4/2013,160,0,330.48,5,135.16,2,N/A,0,135.16,2
2/2/2013,117,0,564.42,5,412.36,6,0,1,412.36,6
